x
1
0
0
0
0
1
0
0
0
0
1
0
0
0
0
1
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0.18
0.41
0.41
0
0
0.05
0.31
0.64
0
0
0
0.33
0.60
0.07
0
0
0
0.15
0.67
0.18
1
0
0
0
0
0.25
0.25
0.50
0
0
0
0
0.50
0.50
0
0
0
0.10
0.40
0.50
0
0
0
0.30
0.70
