x
1
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
0.55
0.45
0
0
0.47
0.53
0
0
0.41
0.59
0
0
0.32
0.68
0
0
1
0
0
0
0.02
0.55
0.43
0
0
0.35
0.58
0.07
0
0.16
0.69
0.15
0
0.05
0.69
0.26
